ID,postText,question,answer,creation_time,prior,positive_feedback,negative_feedback,posterior,normalized_question,source,timestamp
186.0,"Reminders po sa mga kasama sa Subic Bay City Tour. Assembly time 3:00 AM sa Gate 1 ng LSPU. Please alamin kung anong bus number at kung sino ang faculty in charge. We appreciate kung before 3 AM ay andoon na. Sa seating arrangement, pwd po FCFS, magpalitan pero po sa bus hindi pwede ang palitan. Kung wala po kayo ng 3:30 AM, maari po kayong maiwan. Again please be mindful of the time. Only those na may letter ang magulang ang iaallow ng dropoff",can seating arrangements be changed during the bus ride?,"No, seating arrangements can be changed prior to the bus but not during the ride.",13/04/2024,0.0286609941782272,0,0,0.01,can seating arrangements be changed during the bus ride?,FAQ,
187.0,"Reminders po sa mga kasama sa Subic Bay City Tour. Assembly time 3:00 AM sa Gate 1 ng LSPU. Please alamin kung anong bus number at kung sino ang faculty in charge. We appreciate kung before 3 AM ay andoon na. Sa seating arrangement, pwd po FCFS, magpalitan pero po sa bus hindi pwede ang palitan. Kung wala po kayo ng 3:30 AM, maari po kayong maiwan. Again please be mindful of the time. Only those na may letter ang magulang ang iaallow ng dropoff",what is the latest time participants should arrive?,Participants should arrive before 3:00 AM.,13/04/2024,0.0002239140170174,0,0,0.01,what is the latest time participants should arrive?,FAQ,
188.0,"Reminders po sa mga kasama sa Subic Bay City Tour. Assembly time 3:00 AM sa Gate 1 ng LSPU. Please alamin kung anong bus number at kung sino ang faculty in charge. We appreciate kung before 3 AM ay andoon na. Sa seating arrangement, pwd po FCFS, magpalitan pero po sa bus hindi pwede ang palitan. Kung wala po kayo ng 3:30 AM, maari po kayong maiwan. Again please be mindful of the time. Only those na may letter ang magulang ang iaallow ng dropoff","is first come, first served (fcfs) allowed or will be implemented?","Yes, first come, first served (FCFS) is allowed for seating arrangements prior to the bus ride, but not during the ride itself. Participants can change their seats before getting on the bus, but once they are on, they cannot switch seats.",13/04/2024,0.0143304970891136,0,0,0.01,"is first come, first served (fcfs) allowed or will be implemented?",FAQ,
189.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",what is the purpose of the graduate tracer survey?,To track the progress and success of graduates and improve programs and services.,11/04/2024,0.0143304970891136,0,0,0.01,what is the purpose of the graduate tracer survey?,FAQ,
190.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",what should participants do if they have questions?,They should contact Mam Mia for assistance.,11/04/2024,0.0143304970891136,0,0,0.01,what should participants do if they have questions?,FAQ,
191.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",how long will the survey take to complete?,It will only take a few minutes.,11/04/2024,0.0143304970891136,0,0,0.01,how long will the survey take to complete?,FAQ,
192.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",will the responses be confidential?,"Yes, responses will be kept confidential and used only for research purposes.",11/04/2024,0.0071652485445568,0,0,0.01,will the responses be confidential?,FAQ,
193.0,"Good day. Sa naghahanap po ng ID kanina, punta na lang po sa deans office para maclaim ang iyong ID. Thank you.",where should students go to claim their id?,Students should go to the dean's office to claim their ID.,04/04/2024,0.0002239140170174,0,0,0.01,where should students go to claim their id?,FAQ,
194.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",what should participants do if they have questions?,They should contact Mam Mia for assistance.,04/04/2024,0.0143304970891136,0,0,0.01,what should participants do if they have questions?,FAQ,
195.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",how long will the survey take to complete?,It will only take a few minutes.,04/04/2024,0.0143304970891136,0,0,0.01,how long will the survey take to complete?,FAQ,
196.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",what is the purpose of the graduate tracer survey?,To track the progress and success of graduates and improve programs and services.,04/04/2024,0.0143304970891136,0,0,0.01,what is the purpose of the graduate tracer survey?,FAQ,
197.0,"Greetings. As part of our ongoing efforts to track the progress and success of our graduates, we are conducting a Graduate Tracer Survey. Your valuable insights and feedback will help us improve our programs and services for current and future students. We kindly request your participation in this survey, which will only take a few minutes of your time. Your responses will be kept confidential and will only be used for research purposes. Please click on the link below to access the survey. If you have any questions or need assistance, please do not hesitate to contact me. Thank you for your cooperation and support. Sincerely, Mam Mia. Survey Link.",will the responses be confidential?,"Yes, responses will be kept confidential and used only for research purposes.",04/04/2024,0.0071652485445568,0,0,0.01,will the responses be confidential?,FAQ,
198.0,"THIS IS THE UPDATED MIDTERM EXAMINATION SCHEDULE. Day 1: April 3, 2024",what is the date for day 1 of the midterm examinations?,"April 3, 2024.",02/04/2024,0.0002239140170174,0,0,0.01,what is the date for day 1 of the midterm examinations?,FAQ,
199.0,"THIS IS THE UPDATED MIDTERM EXAMINATION SCHEDULE. Day 3: April 5, 2024.""",what is the date for day 3 of the midterm examinations?,"April 5, 2024",02/04/2024,0.0002239140170174,0,0,0.01,what is the date for day 3 of the midterm examinations?,FAQ,
200.0,"REMINDER po ulit sa 4th Year SMP 4A, SMP 4B at WAM 4A as posted sa GClassroom natin. This is the Official List of Enrolled Students for OJT na handle ko. If in case wala dito ang name mo, please proceed immediately sa Registrars Office",who is the reminder directed to?,"4th Year SMP 4A, SMP 4B, and WAM 4A students.",02/04/2024,0.0002239140170174,0,0,0.01,who is the reminder directed to?,FAQ,
201.0,"REMINDER po ulit sa 4th Year SMP 4A, SMP 4B at WAM 4A as posted sa GClassroom natin. This is the Official List of Enrolled Students for OJT na handle ko. If in case wala dito ang name mo, please proceed immediately sa Registrars Office",what should students do if their name is not on the list?,They should proceed immediately to the Registrar's Office.,02/04/2024,0.0002239140170174,0,0,0.01,what should students do if their name is not on the list?,FAQ,
202.0,Lance Lordvin Concio makikipm now si Kian Wilfred Palo salamat,who is going to message lance lordvin concio?,Kian Wilfred Palo will message him.,26/03/2024,0.0002239140170174,0,0,0.01,who is going to message lance lordvin concio?,FAQ,
203.0,"To the following students, kindly message Miss Kaye Ezra Divinagracia. May need pong ifinalize sa insurance form niyo. Aeron Caraan, Baron Niegos. Thank you.",who should message miss kaye ezra divinagracia?,Aeron Caraan and Baron Niegos should message her.,22/03/2024,0.0002239140170174,0,0,0.01,who should message miss kaye ezra divinagracia?,FAQ,
204.0,"To the following students, kindly message Miss Kaye Ezra Divinagracia. May need pong ifinalize sa insurance form niyo. Aeron Caraan, Baron Niegos. Thank you.",what needs to be finalized?,The insurance form needs to be finalized.,22/03/2024,0.0002239140170174,0,0,0.01,what needs to be finalized?,FAQ,
205.0,"Good pm paki message si Kaye Ezra Divinagracia. Calapao Jan Reinnen, Evangelista John Kervin, Carrillo Alexies Jane, Cantal Zedrick Eugenio, Jeff Lorenz",who should message miss kaye ezra divinagracia?,"Calapao Jan Reinnen, Evangelista John Kervin, Carrillo Alexies Jane, Cantal Zedrick Eugenio, and Jeff Lorenz should message her.",21/03/2024,0.0002239140170174,0,0,0.01,who should message miss kaye ezra divinagracia?,FAQ,
206.0,"Good pm pakiusap na students, pakimessage na si Kaye Ezra Divinagracia kung ayaw nyong si Dean ang magmessage sa inyo, salamat. Calapao Jan Reinnen, Evangelista John Kervin, Carrillo Alexies Jane, Cantal Zedrick Eugenio, Jeff Lorenz",who is being asked to message miss kaye ezra divinagracia?,"Calapao Jan Reinnen, Evangelista John Kervin, Carrillo Alexies Jane, Cantal Zedrick Eugenio, and Jeff Lorenz are asked to message her.",21/03/2024,0.0002239140170174,0,0,0.01,who is being asked to message miss kaye ezra divinagracia?,FAQ,
207.0,"Good pm pakiusap na students, pakimessage na si Kaye Ezra Divinagracia kung ayaw nyong si Dean ang magmessage sa inyo, salamat. Calapao Jan Reinnen, Evangelista John Kervin, Carrillo Alexies Jane, Cantal Zedrick Eugenio, Jeff Lorenz",what will happen if the students don’t message miss kaye ezra divinagracia?,The Dean will message them instead.,21/03/2024,0.0002239140170174,0,0,0.01,what will happen if the students don’t message miss kaye ezra divinagracia?,FAQ,
208.0,Good day! Attention to all BSIT graduates. JK Network Services is currently seeking job seekers. You may find these job opportunities interesting. Please feel free to forward your updated résumés and CVs to the provided contact information below. Further details can be found in the attached photos. Thank you. From Alumni Affairs and Placement Services office,what is jk network services seeking?,They are seeking job seekers.,21/03/2024,0.0002239140170174,0,0,0.01,what is jk network services seeking?,FAQ,
209.0,Good day! Attention to all BSIT graduates. JK Network Services is currently seeking job seekers. You may find these job opportunities interesting. Please feel free to forward your updated résumés and CVs to the provided contact information below. Further details can be found in the attached photos. Thank you. From Alumni Affairs and Placement Services office,where should résumés and cvs be sent?,Résumés and CVs should be forwarded to the provided contact information.,21/03/2024,0.0002239140170174,0,0,0.01,where should résumés and cvs be sent?,FAQ,
210.0,Good day! Attention to all BSIT graduates. JK Network Services is currently seeking job seekers. You may find these job opportunities interesting. Please feel free to forward your updated résumés and CVs to the provided contact information below. Further details can be found in the attached photos. Thank you. From Alumni Affairs and Placement Services office,who is being addressed in this post?,All BSIT graduates.,21/03/2024,0.0002239140170174,0,0,0.01,who is being addressed in this post?,FAQ,
211.0,"As of March 16, 2024. Eto na yung nagsasagot sa insurance form, sa mga hindi pa nagsasagot, makikisagutan na po. Bahala kayo pag di kayo nagsagot, baka yan pa maging dahilan para maiwan kayo sa tour. Thanks students. Inaasahan po natin ang pakikiisa ng lahat para sa matagumpay na activity ng kolehiyo. Insurance Form.",where is the insurance form?,It is available at the Google Form link: Insurance Form.,16/03/2024,0.0002239140170174,0,0,0.01,where is the insurance form?,FAQ,
212.0,"As of March 16, 2024. Eto na yung nagsasagot sa insurance form, sa mga hindi pa nagsasagot, makikisagutan na po. Bahala kayo pag di kayo nagsagot, baka yan pa maging dahilan para maiwan kayo sa tour. Thanks students. Inaasahan po natin ang pakikiisa ng lahat para sa matagumpay na activity ng kolehiyo. Insurance Form.",what will happen if students don’t fill out the insurance form?,They may be left out of the tour.,16/03/2024,0.0002239140170174,0,0,0.01,what will happen if students don’t fill out the insurance form?,FAQ,
213.0,"Good am students, eto yung list ng mga umattend ng seminar sa GAD. Puwede na kayo kumuha ng certificate dito sa dean's office, thank you.",where can they get the certificate?,The certificate can be collected at the dean's office.,14/03/2024,0.0002239140170174,0,0,0.01,where can they get the certificate?,FAQ,
214.0,"Good am students, eto yung list ng mga umattend ng seminar sa GAD. Puwede na kayo kumuha ng certificate dito sa dean's office, thank you.",who can get a certificate?,Students who attended the GAD seminar.,14/03/2024,0.0002239140170174,0,0,0.01,who can get a certificate?,FAQ,
215.0,"Good am students, para sa mga nakapagpasa na ng requirements for off-campus tour, pwedeng nyo na sagutan tong google form para sa insurance. Thank you. Hanggang Friday lang pwedeng magsagot, thanks.""",who is this message addressed to?,Students who have submitted their requirements for the off-campus tour.,14/03/2024,0.0002239140170174,0,0,0.01,who is this message addressed to?,FAQ,
216.0,"Good am students, para sa mga nakapagpasa na ng requirements for off-campus tour, pwedeng nyo na sagutan tong google form para sa insurance. Thank you. Hanggang Friday lang pwedeng magsagot, thanks.""",where is the insurance form available?,The insurance form can be filled out using the provided Google Form link.,14/03/2024,0.0002239140170174,0,0,0.01,where is the insurance form available?,FAQ,
217.0,"Good am students, para sa mga nakapagpasa na ng requirements for off-campus tour, pwedeng nyo na sagutan tong google form para sa insurance. Thank you. Hanggang Friday lang pwedeng magsagot, thanks.""",until when can students fill out the form?,They can fill it out until Friday.,14/03/2024,0.0002239140170174,0,0,0.01,until when can students fill out the form?,FAQ,
218.0,"Good am students, para sa mga nakapagpasa na ng requirements for off-campus tour, pwedeng nyo na sagutan tong google form para sa insurance. Thank you. Hanggang Friday lang pwedeng magsagot, thanks.""",what form do students need to fill out?,They need to fill out the insurance form.,14/03/2024,0.0002239140170174,0,0,0.01,what form do students need to fill out?,FAQ,
219.0,"Good pm. Para sa di pa nakakapagpa physical examination ngayong araw, priority yung nabigyan ng number kanina na 51 pataas. Priority din yung 3rd year at 4th year na hindi pa nakakapag pa physical exam. Makakapag accommodate po kami ngayon ng 27 slots. Pumunta na lang po dito sa dean's office. 1pm po namin ibibigay ang list sa clinic. Salamat",where should students go for the list?,They should go to the dean's office.,12/03/2024,0.0002239140170174,0,0,0.01,where should students go for the list?,FAQ,
220.0,"Good pm. Para sa di pa nakakapagpa physical examination ngayong araw, priority yung nabigyan ng number kanina na 51 pataas. Priority din yung 3rd year at 4th year na hindi pa nakakapag pa physical exam. Makakapag accommodate po kami ngayon ng 27 slots. Pumunta na lang po dito sa dean's office. 1pm po namin ibibigay ang list sa clinic. Salamat",how many slots are available for the physical exam?,There are 27 slots available.,12/03/2024,0.0002239140170174,0,0,0.01,how many slots are available for the physical exam?,FAQ,
221.0,"Good pm. Para sa di pa nakakapagpa physical examination ngayong araw, priority yung nabigyan ng number kanina na 51 pataas. Priority din yung 3rd year at 4th year na hindi pa nakakapag pa physical exam. Makakapag accommodate po kami ngayon ng 27 slots. Pumunta na lang po dito sa dean's office. 1pm po namin ibibigay ang list sa clinic. Salamat",who has priority for the physical exam?,"Students with numbers 51 and above, and 3rd year and 4th year students who have not yet had their physical exam.",12/03/2024,0.0002239140170174,0,0,0.01,who has priority for the physical exam?,FAQ,
222.0,"SOCCS has been working hard to help the CCS Dean's Office manage and accommodate your concerns, and we appreciate that. We at the Dean's Office, together with the faculty members, are working together to ensure that everybody is served well. If you have any questions, clarifications, and concerns, please visit the office or you may message Kian Wilfred Palo or Miss Jasmienne Babes Salenga Cruz.",what is the dean's office working to ensure?,The Dean's Office is working to ensure that everybody is served well.,12/03/2024,0.0002239140170174,0,0,0.01,what is the daen's office working to ensure?,FAQ,
223.0,"SOCCS has been working hard to help the CCS Dean's Office manage and accommodate your concerns, and we appreciate that. We at the Dean's Office, together with the faculty members, are working together to ensure that everybody is served well. If you have any questions, clarifications, and concerns, please visit the office or you may message Kian Wilfred Palo or Miss Jasmienne Babes Salenga Cruz.",who can students message for questions or concerns?,Students can message Kian Wilfred Palo or Miss Jasmienne Babes Salenga Cruz.,12/03/2024,0.0002239140170174,0,0,0.01,who can students message for questions or concerns?,FAQ,
224.0,Team CCS is inviting you to a scheduled Zoom meeting  Topic 2024 CCS ONLINE KAMUSTAHAN WITH THE PARENTS Time Mar 9 2024 0800 AM Singapore  Join Zoom Meeting   Meeting ID 942 2721 7025 Passcode 629216    One tap mobile 1929205609994227217025629216 US New York 1253205046894227217025629216 US    Dial by your location  1 929 205 6099 US New York  1 253 205 0468 US  1 253 215 8782 US Tacoma  1 301 715 8592 US Washington DC  1 305 224 1968 US  1 309 205 3325 US  1 312 626 6799 US Chicago  1 346 248 7799 US Houston  1 360 209 5623 US  1 386 347 5053 US  1 507 473 4847 US  1 564 217 2000 US  1 646 931 3860 US  1 669 444 9171 US  1 669 900 6833 US San Jose  1 689 278 1000 US  1 719 359 4580 US  Meeting ID 942 2721 7025 Passcode 629216  Find your local number  https://zoom.us/j/94227217025?pwd=aUc5UU5GeTZTdWNKMmRNZlN6NFpVdz09 https://zoom.us/u/aenPiXRLX,what should i do if i want to find my local number for the meeting?,You can find your local number by clicking on the link provided in the meeting invitation.,08/03/2024,0.0002239140170174,0,0,0.01,what should i do if i want to find my local number for the meeting?,FAQ,
225.0,Team CCS is inviting you to a scheduled Zoom meeting  Topic 2024 CCS ONLINE KAMUSTAHAN WITH THE PARENTS Time Mar 9 2024 0800 AM Singapore  Join Zoom Meeting   Meeting ID 942 2721 7025 Passcode 629216    One tap mobile 1929205609994227217025629216 US New York 1253205046894227217025629216 US    Dial by your location  1 929 205 6099 US New York  1 253 205 0468 US  1 253 215 8782 US Tacoma  1 301 715 8592 US Washington DC  1 305 224 1968 US  1 309 205 3325 US  1 312 626 6799 US Chicago  1 346 248 7799 US Houston  1 360 209 5623 US  1 386 347 5053 US  1 507 473 4847 US  1 564 217 2000 US  1 646 931 3860 US  1 669 444 9171 US  1 669 900 6833 US San Jose  1 689 278 1000 US  1 719 359 4580 US  Meeting ID 942 2721 7025 Passcode 629216  Find your local number  https://zoom.us/j/94227217025?pwd=aUc5UU5GeTZTdWNKMmRNZlN6NFpVdz09 https://zoom.us/u/aenPiXRLX,is there a way to join the meeting via a mobile app?,Yes! You can join using the one tap mobile options listed in the invitation.,08/03/2024,0.0002239140170174,0,0,0.01,is there a way to join the meeting via a mobile app?,FAQ,
226.0,Team CCS is inviting you to a scheduled Zoom meeting  Topic 2024 CCS ONLINE KAMUSTAHAN WITH THE PARENTS Time Mar 9 2024 0800 AM Singapore  Join Zoom Meeting   Meeting ID 942 2721 7025 Passcode 629216    One tap mobile 1929205609994227217025629216 US New York 1253205046894227217025629216 US    Dial by your location  1 929 205 6099 US New York  1 253 205 0468 US  1 253 215 8782 US Tacoma  1 301 715 8592 US Washington DC  1 305 224 1968 US  1 309 205 3325 US  1 312 626 6799 US Chicago  1 346 248 7799 US Houston  1 360 209 5623 US  1 386 347 5053 US  1 507 473 4847 US  1 564 217 2000 US  1 646 931 3860 US  1 669 444 9171 US  1 669 900 6833 US San Jose  1 689 278 1000 US  1 719 359 4580 US  Meeting ID 942 2721 7025 Passcode 629216  Find your local number  https://zoom.us/j/94227217025?pwd=aUc5UU5GeTZTdWNKMmRNZlN6NFpVdz09 https://zoom.us/u/aenPiXRLX,what is the topic of the scheduled zoom meeting?,The topic is the 2024 CCS ONLINE KAMUSTAHAN WITH THE PARENTS.,08/03/2024,0.0002239140170174,0,0,0.01,what is the topic of the scheduled zoom meeting?,FAQ,
227.0,Team CCS is inviting you to a scheduled Zoom meeting  Topic 2024 CCS ONLINE KAMUSTAHAN WITH THE PARENTS Time Mar 9 2024 0800 AM Singapore  Join Zoom Meeting   Meeting ID 942 2721 7025 Passcode 629216    One tap mobile 1929205609994227217025629216 US New York 1253205046894227217025629216 US    Dial by your location  1 929 205 6099 US New York  1 253 205 0468 US  1 253 215 8782 US Tacoma  1 301 715 8592 US Washington DC  1 305 224 1968 US  1 309 205 3325 US  1 312 626 6799 US Chicago  1 346 248 7799 US Houston  1 360 209 5623 US  1 386 347 5053 US  1 507 473 4847 US  1 564 217 2000 US  1 646 931 3860 US  1 669 444 9171 US  1 669 900 6833 US San Jose  1 689 278 1000 US  1 719 359 4580 US  Meeting ID 942 2721 7025 Passcode 629216  Find your local number  https://zoom.us/j/94227217025?pwd=aUc5UU5GeTZTdWNKMmRNZlN6NFpVdz09 https://zoom.us/u/aenPiXRLX,how can i join the zoom meeting?,You can join using the Meeting ID 942 2721 7025 and the Passcode 629216.,08/03/2024,0.0002239140170174,0,0,0.01,how can i join the zoom meeting?,FAQ,
228.0,Team CCS is inviting you to a scheduled Zoom meeting  Topic 2024 CCS ONLINE KAMUSTAHAN WITH THE PARENTS Time Mar 9 2024 0800 AM Singapore  Join Zoom Meeting   Meeting ID 942 2721 7025 Passcode 629216    One tap mobile 1929205609994227217025629216 US New York 1253205046894227217025629216 US    Dial by your location  1 929 205 6099 US New York  1 253 205 0468 US  1 253 215 8782 US Tacoma  1 301 715 8592 US Washington DC  1 305 224 1968 US  1 309 205 3325 US  1 312 626 6799 US Chicago  1 346 248 7799 US Houston  1 360 209 5623 US  1 386 347 5053 US  1 507 473 4847 US  1 564 217 2000 US  1 646 931 3860 US  1 669 444 9171 US  1 669 900 6833 US San Jose  1 689 278 1000 US  1 719 359 4580 US  Meeting ID 942 2721 7025 Passcode 629216  Find your local number  https://zoom.us/j/94227217025?pwd=aUc5UU5GeTZTdWNKMmRNZlN6NFpVdz09 https://zoom.us/u/aenPiXRLX,when is the zoom meeting scheduled?,"It's scheduled for March 9, 2024, at 8:00 AM Singapore time.",08/03/2024,0.0002239140170174,0,0,0.01,when is the zoom meeting scheduled?,FAQ,
229.0,Attention to the New Scholars of TDPSUC grantees and beneficiaries   Listed below Castillo Alfonso Marcelo Matuto Byron Pangat Adrian   Thank youu,what should the new scholars do next?,"There are no specific instructions provided, but they may want to stay updated with further communications.",01/03/2024,0.0002239140170174,0,0,0.01,what should the new scholars do next?,FAQ,
230.0,Attention to the New Scholars of TDPSUC grantees and beneficiaries   Listed below Castillo Alfonso Marcelo Matuto Byron Pangat Adrian   Thank youu,how can the scholars confirm their status?,Scholars should contact the relevant office for confirmation of their status if needed.,01/03/2024,0.0002239140170174,0,0,0.01,how can the scholars confirm their status?,FAQ,
231.0,Attention to the New Scholars of TDPSUC grantees and beneficiaries   Listed below Castillo Alfonso Marcelo Matuto Byron Pangat Adrian   Thank youu,what is the purpose of this announcement?,The announcement is to inform the new scholars about their status as grantees and beneficiaries.,01/03/2024,0.0002239140170174,0,0,0.01,what is the purpose of this announcement?,FAQ,
232.0,Attention to the New Scholars of TDPSUC grantees and beneficiaries   Listed below Castillo Alfonso Marcelo Matuto Byron Pangat Adrian   Thank youu,who are the new scholars mentioned in the post?,"The new scholars mentioned are Castillo Alfonso, Marcelo Matuto, Byron Pangat, and Adrian.",01/03/2024,0.0002239140170174,0,0,0.01,who are the new scholars mentioned in the post?,FAQ,
233.0,Attention to the following SMP 4A OJT students Please fill out this link as soon as possible https://docs.google.com/forms/d/e/1FAIpQLSeGY7KOMa9vuTHUw3y4j4m5MR7nOdN5OE3RknEZ5vQku6z1Mw/viewform,who is being addressed in this post?,The post is addressing SMP 4A OJT students.,28/02/2024,0.0002239140170174,0,0,0.01,who is being addressed in this post?,FAQ,
234.0,FINAL CALL Mislang Kyle Andrei Fernandez Jedrick Rosales Abadines Zoren Mark FILLUP THIS GOOGLE FORM FOR YOUR OJT DETAILS,what action should the students take?,Students should fill out the Google form provided for their OJT details.,28/02/2024,0.0002239140170174,0,0,0.01,what action should the students take?,FAQ,
235.0,Paki sagutan napo ng mga form for finalization of tour destination Thank you students BSIT BSCS 1st Year BSIT BSCS 2nd Year 3rd Year BSIT BSCS 4th Year https://forms.gle/gGQsGGSf3yNUGuin7 https://forms.gle/LjCACSi5osGhiBnj7 https://forms.gle/ymu2eATPXbELXTRx8,what forms are the students being asked to fill out?,Students are asked to fill out forms for the finalization of the tour destination.,28/02/2024,0.0002239140170174,0,0,0.01,what forms are the students being asked to fill out?,FAQ,
236.0,Paki sagutan napo ng mga form for finalization of tour destination Thank you students BSIT BSCS 1st Year BSIT BSCS 2nd Year 3rd Year BSIT BSCS 4th Year https://forms.gle/gGQsGGSf3yNUGuin7 https://forms.gle/LjCACSi5osGhiBnj7 https://forms.gle/ymu2eATPXbELXTRx8,who is expected to complete the forms?,Students from BSIT and BSCS across all years are expected to complete the forms.,28/02/2024,0.0002239140170174,0,0,0.01,who is expected to complete the forms?,FAQ,
237.0,Paki sagutan napo ng mga form for finalization of tour destination Thank you students BSIT BSCS 1st Year BSIT BSCS 2nd Year 3rd Year BSIT BSCS 4th Year https://forms.gle/gGQsGGSf3yNUGuin7 https://forms.gle/LjCACSi5osGhiBnj7 https://forms.gle/ymu2eATPXbELXTRx8,what is the deadline for submitting the forms?,The post does not specify a deadline for submitting the forms.,28/02/2024,0.0002239140170174,0,0,0.01,what is the deadline for submitting the forms?,FAQ,
238.0,Paki sagutan napo ng mga form for finalization of tour destination Thank you students BSIT BSCS 1st Year BSIT BSCS 2nd Year 3rd Year BSIT BSCS 4th Year https://forms.gle/gGQsGGSf3yNUGuin7 https://forms.gle/LjCACSi5osGhiBnj7 https://forms.gle/ymu2eATPXbELXTRx8,how many forms are provided in the post?,There are three links to different forms provided in the post.,28/02/2024,0.0002239140170174,0,0,0.01,how many forms are provided in the post?,FAQ,
239.0,Paki sagutan napo ng mga form for finalization of tour destination Thank you students BSIT BSCS 1st Year BSIT BSCS 2nd Year 3rd Year BSIT BSCS 4th Year https://forms.gle/gGQsGGSf3yNUGuin7 https://forms.gle/LjCACSi5osGhiBnj7 https://forms.gle/ymu2eATPXbELXTRx8,what should students do if they have questions about the forms?,Students should reach out to their instructor or the organizing committee for questions.,28/02/2024,0.0002239140170174,0,0,0.01,what should students do if they have questions about the forms?,FAQ,
240.0,FINAL CALL Mislang Kyle Andrei Fernandez Jedrick Rosales Abadines Zoren Mark FILLUP THIS GOOGLE FORM FOR YOUR OJT DETAILS,is there a deadline specified for the form submission?,"No, the post does not mention a specific deadline.",28/02/2024,0.0002239140170174,0,0,0.01,is there a deadline specified for the form submission?,FAQ,
241.0,Attention to the following SMP 4A OJT students Please fill out this link as soon as possible https://docs.google.com/forms/d/e/1FAIpQLSeGY7KOMa9vuTHUw3y4j4m5MR7nOdN5OE3RknEZ5vQku6z1Mw/viewform,what is the main message of this post?,The main message is a request for SMP 4A OJT students to fill out a form as soon as possible.,28/02/2024,0.0002239140170174,0,0,0.01,what is the main message of this post?,FAQ,
242.0,Paki sagutan napo ng mga form for finalization of tour destination Thank you students BSIT BSCS 1st Year BSIT BSCS 2nd Year 3rd Year BSIT BSCS 4th Year https://forms.gle/gGQsGGSf3yNUGuin7 https://forms.gle/LjCACSi5osGhiBnj7 https://forms.gle/ymu2eATPXbELXTRx8,how many links to forms are provided?,There are three links to different forms provided in the post.,28/02/2024,0.0002239140170174,0,0,0.01,how many links to forms are provided?,FAQ,
243.0,FINAL CALL Mislang Kyle Andrei Fernandez Jedrick Rosales Abadines Zoren Mark Dimaano Barrete Jed Victor FILLUP THIS GOOGLE FORM FOR YOUR OJT DETAILS,who is being called to action in this post?,The students mentioned are being called to action to fill out the form.,28/02/2024,0.0002239140170174,0,0,0.01,who is being called to action in this post?,FAQ,
244.0,FINAL CALL Mislang Kyle Andrei Fernandez Jedrick Rosales Abadines Zoren Mark Dimaano Barrete Jed Victor FILLUP THIS GOOGLE FORM FOR YOUR OJT DETAILS,what should students do according to the post?,Students should fill up the Google form provided for their OJT details.,28/02/2024,0.0002239140170174,0,0,0.01,what should students do according to the post?,FAQ,
